,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
ADGRG7,2.5404986e-10,2.0150658e-10,3.0012998e-10,3.3982775e-11,1.6284359e-10,2.165874e-10,2.1545352e-10,1.1462068e-10
PHLDB2,2.5410898e-10,2.0152773e-10,2.843254e-10,3.398297e-11,0.0004652501,4.9257354e-10,2.1530808e-10,1.1460844e-10
ABHD10,2.8928307e-10,2.0151773e-10,2.846879e-10,3.407708e-11,1.6277839e-10,2.2102693e-10,2.1568047e-10,1.14610633e-10
PLA1A,2.535464e-10,2.0150619e-10,2.8466454e-10,3.3983226e-11,1.6283676e-10,2.1629594e-10,2.154831e-10,1.1702905e-10
RABL3,2.7095098e-10,2.0149851e-10,3.3657038e-10,3.4123523e-11,1.6265733e-10,2.690194e-10,2.1556942e-10,1.14621125e-10
IGSF11,2.5386576e-10,2.0148698e-10,3.1027672e-10,3.3982577e-11,1.6267937e-10,3.5537662e-10,2.154913e-10,1.1460844e-10
ATG3,2.5376606e-10,0.0018300962,2.847607e-10,3.3983098e-11,1.6283366e-10,2.1637804e-10,2.1545926e-10,1.1461107e-10
BOC,2.5365476e-10,2.015108e-10,2.8447297e-10,3.3982775e-11,1.6283148e-10,2.1643379e-10,2.154913e-10,1.1773384e-10
SRPRB,2.538987e-10,2.719051e-10,3.2182423e-10,3.8622203e-11,2.24832e-10,2.1728087e-10,2.9040145e-10,1.3574002e-10
TMEM108,2.705626e-10,2.0147814e-10,2.8417035e-10,3.3986338e-11,1.6272624e-10,2.166159e-10,2.156784e-10,1.15678855e-10
MED12L,2.6516553e-10,2.0149543e-10,2.8550032e-10,3.3998398e-11,1.6284483e-10,2.1662293e-10,2.1561548e-10,1.14607566e-10
ALDH1L1,2.5387062e-10,2.0150619e-10,2.8465152e-10,3.3982577e-11,1.6271848e-10,3.5690026e-10,2.1558136e-10,1.14594015e-10
TRPC1,2.5952837e-10,2.0155001e-10,2.8783062e-10,3.4043105e-11,1.6390118e-10,2.2953461e-10,2.1579075e-10,1.2363466e-10
NCEH1,2.5318783e-10,2.0148544e-10,2.8825367e-10,3.398297e-11,1.6288149e-10,0.00077099586,2.1554805e-10,1.1459182e-10
LPP,4.4159393e-10,2.0147928e-10,1.4049145e-09,3.466221e-11,1.6274888e-10,0.0018222331,2.1545597e-10,1.8170189e-10
TMEM44,2.552252e-10,2.0154117e-10,3.2218414e-10,3.3982837e-11,1.6287839e-10,2.1656013e-10,2.1573149e-10,1.1910076e-10
RUBCN,4.601881e-10,2.0150234e-10,2.8458366e-10,3.4200018e-11,1.6282153e-10,2.1647258e-10,2.1550776e-10,1.1459139e-10
DCAF1,2.0241344e-09,2.0151811e-10,3.568798e-10,3.4444066e-11,1.6284857e-10,4.0167958e-10,2.1765169e-10,1.1722476e-10
MANF,2.540867e-10,2.0147238e-10,2.8422023e-10,3.398245e-11,0.0027054732,2.1654857e-10,2.1560478e-10,1.14595326e-10
EAF2,3.5458714e-10,2.0149966e-10,2.894205e-10,3.4082997e-11,1.627641e-10,2.1623242e-10,2.156525e-10,1.1459707e-10
ILDR1,2.5533037e-10,2.0149582e-10,2.9683372e-10,3.3983098e-11,1.6272281e-10,2.346429e-10,2.1561959e-10,1.1462068e-10
MUC4,2.538677e-10,2.0148007e-10,3.3994005e-10,3.3981932e-11,1.6289331e-10,2.1671137e-10,2.1543378e-10,1.14594445e-10
SLIT2,2.5415842e-10,2.0149311e-10,2.8447947e-10,3.3982775e-11,1.6375401e-10,2.1917641e-10,2.1564756e-10,1.4423511e-10
EIF2B5,3.140833e-10,2.014939e-10,3.0403757e-10,3.416168e-11,1.628349e-10,2.3529542e-10,2.1560397e-10,1.1511496e-10
DGKQ,2.5509575e-10,2.0155848e-10,2.9243247e-10,3.3984652e-11,1.6283427e-10,2.1825948e-10,2.1589368e-10,1.14652614e-10
LYAR,4.78009e-10,2.0147314e-10,2.8403274e-10,3.421137e-11,1.6269767e-10,2.1642306e-10,2.1536146e-10,1.15171615e-10
CENPC,1.1816269e-09,2.0149044e-10,2.868474e-10,3.4477723e-11,1.62725e-10,3.0647945e-10,2.1548144e-10,1.1739704e-10
CORIN,2.540053e-10,2.0156309e-10,2.8563102e-10,3.3995088e-11,1.6313147e-10,2.1784606e-10,2.1566812e-10,1.1530746e-10
ATP10D,3.7460585e-10,2.0148928e-10,2.8478675e-10,3.4070323e-11,1.6285291e-10,5.40454e-10,2.155719e-10,1.191871e-10
OCIAD2,2.5459315e-10,2.0154464e-10,2.8507155e-10,0.0009139349,1.6280198e-10,2.1694255e-10,2.1576317e-10,1.14604506e-10
SLC10A6,2.538067e-10,2.0147622e-10,2.8440786e-10,3.398303e-11,1.6281472e-10,2.1678248e-10,2.1561714e-10,1.1568194e-10
SCD5,2.538551e-10,2.0150774e-10,0.0038619079,3.398342e-11,1.6281781e-10,4.572387e-10,2.1560233e-10,1.14601446e-10
PLAC8,2.5365668e-10,2.0150812e-10,2.8439268e-10,3.398297e-11,1.6274423e-10,2.1656717e-10,2.1559944e-10,0.0012976256
ENOPH1,1.4840836e-09,2.0200606e-10,7.3051487e-10,3.4750123e-11,1.6275416e-10,2.4508795e-10,2.1678165e-10,1.1460539e-10
GC,2.5356864e-10,2.0149543e-10,3.2849354e-10,3.398141e-11,1.6281781e-10,2.56656e-10,2.1558916e-10,1.1458833e-10
TRMT10A,2.540295e-10,2.0355975e-10,2.9606811e-10,3.4116755e-11,1.6488576e-10,2.2948865e-10,2.172618e-10,1.1459751e-10
KLHL8,3.8258197e-10,2.0268842e-10,2.8472158e-10,3.4169566e-11,1.6270109e-10,2.5667266e-10,2.1575618e-10,1.1948756e-10
SNCA,2.9535574e-10,2.0147814e-10,2.9402475e-10,3.3983226e-11,1.6286596e-10,2.1664855e-10,2.1542557e-10,1.148382e-10
TBCK,7.219642e-10,2.0151579e-10,5.8876914e-10,3.46675e-11,1.6279267e-10,0.00013822032,2.1564099e-10,1.1460975e-10
CAMK2D,0.00078465184,2.0148774e-10,3.7296535e-10,3.4051612e-11,1.6283055e-10,2.451057e-10,2.155982e-10,1.1854911e-10
CISD2,2.537912e-10,2.0150735e-10,2.8405764e-10,3.3983098e-11,1.6282962e-10,2.1647424e-10,2.1572079e-10,0.001065542
ANK2,2.545815e-10,2.0149735e-10,2.8441222e-10,3.398245e-11,1.6288894e-10,2.1679199e-10,2.156122e-10,1.3420774e-10
SPATA5,5.944427e-10,2.0872197e-10,3.1576092e-10,3.4581782e-11,1.6447271e-10,4.3491105e-10,2.2561597e-10,1.1827853e-10
METTL14,2.9119515e-10,2.0232997e-10,3.1215366e-10,3.4223183e-11,1.6332076e-10,2.5448488e-10,2.1703526e-10,1.1516898e-10
USP53,2.538067e-10,2.0149235e-10,2.847205e-10,3.3982383e-11,1.6280136e-10,2.3952465e-10,2.1556448e-10,0.0010298648
SETD7,2.53767e-10,2.0151311e-10,0.0013806086,3.398297e-11,1.6279453e-10,2.3033808e-10,2.1536806e-10,1.14584835e-10
NAF1,2.591228e-10,2.0151887e-10,2.8441222e-10,3.4007346e-11,1.6294675e-10,2.1641479e-10,2.1561548e-10,1.1507369e-10
MARCH1,0.00012040602,2.0150351e-10,2.8440839e-10,3.401643e-11,1.6281565e-10,2.16537e-10,2.1562946e-10,1.1461894e-10
RNF175,2.6348065e-10,2.0148312e-10,2.840414e-10,3.3982775e-11,1.628206e-10,2.1637847e-10,2.1554064e-10,1.14619376e-10
PDGFC,2.5371474e-10,2.0151311e-10,2.8433733e-10,3.398245e-11,1.6300208e-10,0.0012333422,2.1555503e-10,1.1455861e-10
CBR4,2.983225e-10,2.015108e-10,3.2722283e-10,3.400352e-11,1.628057e-10,0.00042074072,2.1554229e-10,1.1458395e-10
CYP4V2,2.5367025e-10,2.015108e-10,2.8448163e-10,3.398297e-11,1.627582e-10,0.00094864774,2.1533889e-10,1.1456997e-10
ROPN1L,2.5395588e-10,2.0149311e-10,2.8458258e-10,3.398297e-11,1.6269767e-10,2.3789015e-10,2.1571463e-10,1.147318e-10
NDUFS6,2.5400043e-10,2.0150195e-10,2.8475525e-10,0.00065155036,1.627818e-10,2.169082e-10,2.1557847e-10,1.14602314e-10
MARCH6,2.8016572e-10,2.0149235e-10,2.8454622e-10,3.3982903e-11,1.6275975e-10,2.1683706e-10,0.0020464016,1.1457347e-10
NKD2,2.5344488e-10,2.0151003e-10,2.845739e-10,3.398342e-11,1.6270202e-10,2.2146243e-10,2.1554887e-10,1.1725382e-10
ADAMTS16,2.537012e-10,2.0150195e-10,2.845283e-10,3.398413e-11,1.629284e-10,1.1162161e-09,2.1542557e-10,1.1460801e-10
SRD5A1,2.6194036e-10,2.014939e-10,3.475531e-10,3.403934e-11,1.6294364e-10,2.2066551e-10,2.1562536e-10,1.1461281e-10
MYO10,2.5390065e-10,2.015477e-10,4.254916e-10,3.398167e-11,1.6271785e-10,0.00053117576,2.154798e-10,1.1460669e-10
FAM105A,2.74171e-10,2.0151235e-10,2.8453104e-10,3.4016494e-11,1.6264555e-10,2.1660433e-10,2.1535654e-10,1.1460844e-10
RPL37,2.5455624e-10,2.0159116e-10,2.8504543e-10,0.011589847,1.631072e-10,2.1737787e-10,2.1574548e-10,1.14679294e-10
SKP2,2.6003083e-10,2.0165077e-10,2.852978e-10,3.3999824e-11,1.627995e-10,2.172063e-10,2.1562206e-10,1.14628994e-10
OSMR,0.001373813,2.0151465e-10,2.845381e-10,3.3983615e-11,1.6281688e-10,2.1628109e-10,2.1556779e-10,1.2004357e-10
PIK3R1,2.9273994e-10,2.0147928e-10,2.8444422e-10,3.398297e-11,1.6281222e-10,2.1635495e-10,2.1516439e-10,0.00065030385
LHFPL2,2.608027e-10,2.0151235e-10,0.00045428408,3.3983098e-11,1.6292065e-10,2.1657914e-10,2.1560191e-10,1.1674058e-10
SSBP2,7.415335e-10,2.014989e-10,2.8432487e-10,3.4276162e-11,1.628703e-10,0.001146201,2.1562124e-10,1.2824525e-10
IQGAP2,0.002479712,2.0147622e-10,2.8469227e-10,3.398297e-11,1.6281439e-10,2.8799538e-10,2.1557149e-10,1.14558175e-10
RASA1,0.00015440576,2.0150695e-10,2.8428312e-10,3.6241943e-11,1.6278708e-10,3.123931e-10,2.1557602e-10,1.1460713e-10
GIN1,2.6489863e-10,2.0194367e-10,2.9189862e-10,3.4055512e-11,1.6279887e-10,2.3350083e-10,2.1558628e-10,1.14741425e-10
PPIP5K2,2.6768093e-10,0.0006535823,2.8438074e-10,3.3983098e-11,1.6281688e-10,2.1654113e-10,2.155316e-10,1.14594015e-10
PAM,3.0570355e-10,2.0149696e-10,2.8432326e-10,3.398271e-11,1.6278645e-10,2.1677916e-10,2.1547858e-10,0.00079741166
BDP1,6.6593475e-10,2.014547e-10,2.8434927e-10,3.428571e-11,1.6278645e-10,0.00042806435,2.1545352e-10,1.1460057e-10
GTF2H2,3.0674321e-10,2.0246896e-10,3.4487735e-10,3.400034e-11,1.6283676e-10,2.8475036e-10,2.1708205e-10,1.1830516e-10
SLC30A5,5.308363e-10,2.0264784e-10,4.590502e-10,3.4558703e-11,1.6367532e-10,3.7528736e-10,2.1774096e-10,1.1461894e-10
BTF3,2.5395877e-10,2.0151235e-10,2.850846e-10,0.0019508065,1.6303753e-10,2.1623324e-10,2.1598592e-10,1.1459358e-10
FBXL17,2.535754e-10,2.0148774e-10,2.8433952e-10,3.9469383e-11,1.6276225e-10,0.0005178838,2.1557477e-10,1.1459926e-10
TNFAIP8,0.0015587397,2.0149467e-10,2.8435906e-10,3.3983098e-11,1.6260647e-10,2.162547e-10,2.1543624e-10,1.1458965e-10
FEM1C,2.548477e-10,2.0152079e-10,3.1474595e-10,3.4033627e-11,1.6283179e-10,2.1900884e-10,2.1612438e-10,1.1461456e-10
COMMD10,2.53767e-10,2.0150466e-10,2.8436772e-10,3.398297e-11,1.6286783e-10,2.1673865e-10,0.0010361267,1.1458703e-10
ATG12,2.5375443e-10,2.0148083e-10,2.8437966e-10,3.3982126e-11,1.6275914e-10,0.0014424196,2.1548763e-10,1.1460713e-10
YIPF5,2.750793e-10,2.4279367e-10,3.3766925e-10,3.6493607e-11,2.1598139e-10,2.2145566e-10,2.5296434e-10,1.3704596e-10
ARHGAP26,6.2142314e-10,2.0150927e-10,0.0012026308,3.3983226e-11,1.6271567e-10,2.1669565e-10,2.154568e-10,1.1907986e-10
DDX46,0.00048244282,2.0152541e-10,3.027321e-10,3.4313056e-11,1.6830981e-10,2.7781e-10,2.1550735e-10,1.1663062e-10
RNF145,0.0017984743,2.0149851e-10,2.8422456e-10,3.3983226e-11,1.6281626e-10,2.164379e-10,2.1559492e-10,1.1459576e-10
FBXO38,7.1557565e-10,2.0151734e-10,6.460385e-10,3.445261e-11,1.627669e-10,2.9986277e-10,2.1567882e-10,1.1460057e-10
TNIP1,2.5385608e-10,2.0153502e-10,0.004016009,3.398297e-11,1.6290386e-10,2.1637599e-10,2.1557847e-10,1.1461588e-10
G3BP1,2.6756455e-10,2.0150158e-10,2.8499106e-10,3.398245e-11,1.6279267e-10,0.0018178001,2.1560315e-10,1.1457129e-10
ZNF300,2.53859e-10,2.0150004e-10,2.8449249e-10,3.3985367e-11,1.6274299e-10,2.1712841e-10,2.155941e-10,1.1472742e-10
RMND5B,2.915653e-10,2.0150466e-10,5.8008576e-10,3.424793e-11,1.6273584e-10,8.275766e-10,2.1552832e-10,1.14612375e-10
CPLX2,2.5524954e-10,2.0149467e-10,2.8537617e-10,3.3984652e-11,1.6268527e-10,2.1752014e-10,2.1555176e-10,1.14598823e-10
MYLK4,2.5360156e-10,2.0150234e-10,2.8458474e-10,3.3983354e-11,1.6272032e-10,2.1868493e-10,2.1546419e-10,1.1463293e-10
TBC1D7,3.0293024e-10,2.0149928e-10,2.8458153e-10,3.4057587e-11,1.6286753e-10,2.2464554e-10,2.1567019e-10,1.1462637e-10
FARS2,0.00040975792,2.014716e-10,2.8467703e-10,3.3983098e-11,1.6289081e-10,4.2978188e-10,2.1565291e-10,1.1459576e-10
GFOD1,0.0004938697,2.0147851e-10,2.847911e-10,3.3981932e-11,1.6286472e-10,2.1629017e-10,2.1574384e-10,1.224696e-10
CDKAL1,1.0374139e-09,2.0148698e-10,3.453513e-10,3.4540513e-11,1.6287063e-10,3.7931952e-10,2.1551351e-10,1.1592093e-10
ZMAT2,2.536915e-10,2.0150927e-10,0.0039967946,3.3983226e-11,1.6278273e-10,2.1630915e-10,2.1563398e-10,1.1461806e-10
GFRA3,2.536954e-10,2.015604e-10,2.8445613e-10,3.398297e-11,1.6287155e-10,2.5506994e-10,2.155653e-10,1.1462068e-10
KLHL3,2.6481176e-10,2.0148007e-10,3.0341538e-10,3.3983098e-11,1.6276225e-10,2.3517918e-10,2.1559698e-10,1.188253e-10
DCDC2,2.5361993e-10,2.014962e-10,2.8444583e-10,3.3983098e-11,1.6284359e-10,0.0013128095,2.1545762e-10,1.1461456e-10
SLC17A4,2.5355898e-10,2.0146776e-10,2.8470096e-10,3.398297e-11,1.6272281e-10,7.0572836e-10,2.1561301e-10,0.00053791085
FAM193B,4.0471032e-10,2.0525961e-10,6.013684e-10,3.4330795e-11,1.6525287e-10,6.857018e-10,2.2050983e-10,1.2008801e-10
TNFRSF21,2.534845e-10,0.0015471671,2.8439592e-10,3.3983098e-11,1.6283086e-10,2.164668e-10,2.1550406e-10,1.14602314e-10
RNF44,0.0014038763,2.0150082e-10,2.8440786e-10,3.398219e-11,1.626232e-10,2.1651884e-10,2.1564633e-10,1.1461588e-10
MUT,2.5365765e-10,2.0935671e-10,3.0646777e-10,3.4319207e-11,1.7031103e-10,2.7281263e-10,2.2271204e-10,1.15271834e-10
DOK3,3.020763e-10,2.0149311e-10,2.8428257e-10,3.3983098e-11,1.6268e-10,2.166779e-10,2.1531465e-10,1.1458527e-10
PPP1R18,2.5325642e-10,0.0012287282,2.8420613e-10,3.398232e-11,1.6288584e-10,2.1631162e-10,2.1532863e-10,1.1461588e-10
DAAM2,2.5372346e-10,2.01462e-10,2.8444258e-10,3.3983226e-11,1.628057e-10,2.1653618e-10,2.1557765e-10,1.352913e-10
PRIM2,3.685323e-10,2.0147851e-10,2.9371647e-10,3.4148132e-11,1.6277714e-10,2.459749e-10,2.1546542e-10,1.14604506e-10
HMGCLL1,2.538803e-10,2.0151235e-10,2.8451963e-10,3.398413e-11,1.6276037e-10,2.1806515e-10,2.1567224e-10,1.1485178e-10
FGD2,3.2437739e-10,2.0153157e-10,2.842636e-10,3.3983098e-11,1.6268992e-10,2.1634255e-10,2.1575576e-10,1.14614124e-10
ANO7,2.5389194e-10,2.015777e-10,2.8918876e-10,3.3986272e-11,1.6290386e-10,2.1842106e-10,2.1568211e-10,1.1463468e-10
RPL7L1,2.532197e-10,2.0150735e-10,2.8418878e-10,3.3983098e-11,1.6286222e-10,0.00076422945,2.1567143e-10,1.14615435e-10
CYP39A1,2.5388416e-10,2.0147968e-10,2.8453373e-10,3.3983098e-11,1.6279142e-10,2.953856e-10,2.1557517e-10,1.1460888e-10
TPBG,2.537912e-10,2.0592586e-10,3.4572564e-10,3.4037717e-11,1.7653594e-10,2.1661054e-10,2.187354e-10,1.2325604e-10
IRAK1BP1,2.6722183e-10,2.0149467e-10,2.84486e-10,3.400566e-11,1.6289113e-10,2.6068596e-09,2.1560849e-10,1.14620244e-10
PHIP,4.1093776e-10,2.0153157e-10,3.54458e-10,3.4255185e-11,1.6288927e-10,6.875326e-10,2.1550406e-10,1.14619376e-10
MMS22L,3.1792746e-10,2.0190014e-10,2.8916944e-10,3.4078382e-11,1.6298467e-10,2.357869e-10,2.1574384e-10,1.14615435e-10
FAXC,2.5378252e-10,2.0145931e-10,2.8444583e-10,3.3983098e-11,1.6279825e-10,2.2855037e-10,2.1549379e-10,1.14614124e-10
PM20D2,2.6112126e-10,2.0946696e-10,3.132296e-10,3.493587e-11,1.6909044e-10,9.226704e-10,2.2361527e-10,1.1461894e-10
RARS2,5.6113275e-10,2.014862e-10,2.8418337e-10,3.398245e-11,1.6286907e-10,0.0007022194,2.154798e-10,1.1459707e-10
SCML4,0.00010226964,2.0146852e-10,2.8434605e-10,3.398297e-11,1.6269364e-10,2.1630461e-10,2.1555462e-10,1.1458178e-10
TBC1D32,2.8197236e-10,2.0151157e-10,3.6897824e-10,3.43766e-11,1.6288212e-10,3.4308855e-06,2.1560725e-10,1.1461281e-10
RNF217,2.5468055e-10,2.0329823e-10,2.8436445e-10,3.3983098e-11,1.6433631e-10,2.9728925e-10,2.1890695e-10,1.286058e-10
ARHGAP18,0.00027095413,2.1150277e-10,2.8462602e-10,3.4391944e-11,1.6621829e-10,2.2041817e-10,2.2542929e-10,1.2068407e-10
ABRACL,2.5366734e-10,2.0148774e-10,2.845549e-10,3.398219e-11,1.6277404e-10,2.1628935e-10,2.1545762e-10,0.0011350319
SLC18B1,3.38596e-10,2.0151235e-10,3.7193387e-10,3.4149503e-11,1.6280727e-10,2.8264704e-10,2.1550776e-10,1.1458178e-10
SLC2A12,2.5368474e-10,2.014716e-10,2.847281e-10,3.3983098e-11,1.6276099e-10,2.5095698e-10,2.1562946e-10,1.1459969e-10
SHPRH,2.6271488e-10,2.0149851e-10,2.8440894e-10,3.398232e-11,1.6285726e-10,0.00042229806,2.1569363e-10,1.14616316e-10
AIG1,2.5357058e-10,2.0150119e-10,2.8447025e-10,3.398297e-11,1.6267161e-10,0.0019455301,2.1559657e-10,1.146185e-10
DYNLT1,2.5402855e-10,2.0151388e-10,2.8489433e-10,3.3982383e-11,1.6275664e-10,2.1675021e-10,0.0074900393,1.1463162e-10
TIAM2,3.758597e-10,2.0147622e-10,3.8292142e-10,3.4216328e-11,1.6310159e-10,1.6297778e-05,2.1561383e-10,1.2080477e-10
TMEM181,4.887533e-10,2.0148083e-10,3.6653092e-10,3.4006634e-11,1.627582e-10,0.00066064287,2.1539105e-10,1.1459182e-10
PNLDC1,2.5334532e-10,2.0149851e-10,2.8447514e-10,3.3982577e-11,1.628175e-10,2.3489408e-10,2.1551515e-10,1.1461894e-10
ZMYM4,3.8989414e-10,2.0148928e-10,2.930746e-10,3.4215353e-11,1.6281378e-10,0.0005502754,2.1548967e-10,1.1488596e-10
SLC22A3,2.5385027e-10,2.0145931e-10,3.570371e-10,3.398232e-11,1.6270327e-10,2.1661177e-10,2.1553818e-10,1.1461675e-10
GNA12,6.838602e-10,2.0298206e-10,3.1319733e-10,3.4310374e-11,1.6292065e-10,2.1939808e-10,2.2068991e-10,1.1853826e-10
C7orf50,2.5344876e-10,2.0146391e-10,0.0038036122,3.3983098e-11,1.6281874e-10,2.1686106e-10,2.1560069e-10,1.1461107e-10
SDK1,2.5396943e-10,2.0151311e-10,3.2283e-10,3.438099e-11,1.6274734e-10,8.030766e-05,2.1565413e-10,1.14610633e-10
CCZ1B,4.0926854e-10,2.0356442e-10,3.886505e-10,3.423487e-11,1.647512e-10,2.6270333e-10,2.1786559e-10,1.1936183e-10
C7orf26,2.9619746e-10,2.0150503e-10,2.8613212e-10,3.4048885e-11,1.6265982e-10,2.321278e-10,2.1553324e-10,1.1470335e-10
CREB5,2.5360541e-10,2.0153462e-10,2.8452343e-10,3.398297e-11,1.6281503e-10,0.0006382497,2.1554475e-10,1.14624185e-10
EGFR,2.5351934e-10,2.0150119e-10,3.5969394e-10,3.3983098e-11,1.6267317e-10,0.0009089933,2.1555792e-10,1.14550314e-10
PURB,2.5368185e-10,2.0150234e-10,2.846906e-10,3.398271e-11,1.6291442e-10,0.0004950408,2.1563729e-10,1.14604506e-10
MDH2,2.5386673e-10,2.0148007e-10,2.8454894e-10,3.398232e-11,1.6292033e-10,2.1660185e-10,0.004344338,1.14607566e-10
GBAS,2.542069e-10,2.01457e-10,2.8417035e-10,3.3983098e-11,1.6278584e-10,2.1615078e-10,2.155094e-10,0.0009880187
CCT6A,2.5372443e-10,2.0145892e-10,2.8437966e-10,3.398297e-11,0.00325582,2.1716612e-10,2.1565044e-10,1.1462593e-10
PSPH,2.7983887e-10,2.0334903e-10,4.3214263e-10,3.4166895e-11,1.642354e-10,5.4574206e-10,2.1666716e-10,1.1458746e-10
ZNF92,2.5741445e-10,2.015039e-10,2.846988e-10,3.39853e-11,1.6288336e-10,2.2202959e-10,2.1542229e-10,1.1463774e-10
ATXN7L1,0.00025481207,2.0153848e-10,5.6787286e-10,3.4034796e-11,1.6286596e-10,2.8842032e-10,2.1563316e-10,1.1459358e-10
SLC12A9,2.5837954e-10,2.0181698e-10,3.4293055e-10,3.3993405e-11,1.6281439e-10,2.8740216e-10,2.157101e-10,1.1459008e-10
GIGYF1,3.3545777e-10,2.0151235e-10,2.846206e-10,3.4037002e-11,1.6267222e-10,0.00034028688,2.1545188e-10,1.145927e-10
TRIM4,3.6136288e-10,2.0401413e-10,4.3656745e-10,3.4402113e-11,1.6302944e-10,4.3253928e-10,2.178095e-10,1.14609315e-10
TMEM209,2.967471e-10,2.0402932e-10,2.9528308e-10,3.4146633e-11,1.6519615e-10,2.2376032e-10,2.1750768e-10,1.1534265e-10
AGBL3,2.5540928e-10,2.0150234e-10,2.843211e-10,3.401708e-11,1.6284142e-10,3.8216844e-10,2.1553243e-10,1.1460844e-10
TLK2,0.0008286176,2.015085e-10,2.9593655e-10,3.399736e-11,1.628672e-10,3.0173022e-10,2.155871e-10,1.1460888e-10
NOM1,2.6164274e-10,2.0205963e-10,3.004301e-10,3.4036416e-11,1.6351495e-10,2.4005795e-10,2.1674734e-10,1.1501181e-10
NCAPG2,2.7347427e-10,2.0279323e-10,2.9807792e-10,3.39853e-11,1.6369563e-10,2.2531667e-10,2.1739031e-10,1.1458178e-10
NLGN4X,2.5571148e-10,2.015454e-10,2.8434713e-10,3.398232e-11,1.629567e-10,2.1802855e-10,2.1543502e-10,1.1698263e-10
SHROOM2,2.537951e-10,2.0149851e-10,3.8354564e-10,3.3983226e-11,1.628231e-10,3.3763448e-10,2.1562577e-10,1.1458833e-10
DENND2A,2.5413904e-10,2.0153618e-10,2.8480088e-10,3.398297e-11,1.629191e-10,2.1652213e-10,2.1562946e-10,1.1936137e-10
SH3KBP1,0.0018161618,2.0151734e-10,2.8443065e-10,3.398394e-11,1.6275914e-10,2.166502e-10,2.1539434e-10,1.1458221e-10
CASK,0.0007932083,2.0150619e-10,4.3056136e-10,3.3984003e-11,1.6279204e-10,2.323617e-10,2.1536722e-10,1.1459314e-10
KDM6A,0.0006330337,2.0148544e-10,3.1507572e-10,3.4095678e-11,1.6284112e-10,3.4336903e-10,2.157714e-10,1.1458746e-10
MSN,2.5338204e-10,2.0150043e-10,2.847607e-10,3.398297e-11,0.0031716153,2.1637145e-10,2.1567388e-10,1.14590955e-10
SLC16A2,2.536025e-10,2.0152002e-10,3.1389405e-10,3.3983098e-11,1.6288709e-10,2.503245e-10,2.1558998e-10,1.1891735e-10
CXorf36,2.53354e-10,2.014839e-10,2.8443228e-10,3.3982577e-11,1.6284453e-10,2.164569e-10,2.1549379e-10,3.0210626e-10
CHST7,2.670985e-10,2.0150082e-10,2.8464392e-10,3.3982903e-11,1.6278645e-10,2.1627038e-10,2.1556779e-10,1.1870115e-10
KRBOX4,3.4292594e-10,2.0388109e-10,3.1364808e-10,3.41948e-11,1.6322298e-10,2.6814134e-10,2.1749814e-10,1.2301836e-10
TAF1,4.6400442e-10,2.0150195e-10,0.00083650666,3.398219e-11,1.6282434e-10,2.1648992e-10,2.1545188e-10,1.1459926e-10
GPR174,3.010444e-10,2.0147775e-10,2.845142e-10,3.398342e-11,1.6261174e-10,2.1661135e-10,2.1531137e-10,1.14604506e-10
NONO,2.5362282e-10,2.0149696e-10,2.8414324e-10,3.398342e-11,1.628902e-10,2.162019e-10,0.0042798496,1.14594445e-10
CCDC120,2.5387933e-10,2.0152886e-10,2.9761776e-10,3.3983098e-11,1.6283366e-10,2.6305233e-10,2.1551597e-10,1.1462156e-10
OGT,2.537709e-10,2.0150234e-10,2.845994e-10,3.398232e-11,0.0017559862,2.162943e-10,2.1567143e-10,1.1460844e-10
SNX12,2.852113e-10,2.0655366e-10,4.0211423e-10,3.4251525e-11,1.684672e-10,2.9069072e-10,2.2147086e-10,1.1562327e-10
ACRC,2.6164573e-10,2.0146239e-10,2.8635924e-10,3.3995026e-11,1.6277839e-10,2.1964094e-10,2.1556408e-10,1.1461456e-10
ZNF711,2.536267e-10,2.0151465e-10,3.1061423e-10,3.3983354e-11,1.628175e-10,2.5310767e-10,2.1552297e-10,1.14616316e-10
DIAPH2,3.5290035e-10,2.0152002e-10,0.0006889216,3.4251657e-11,1.6296384e-10,2.1651471e-10,2.1546337e-10,1.2514786e-10
PRPS1,6.3054006e-10,2.0765777e-10,4.794307e-10,3.4704815e-11,1.7190922e-10,2.1642263e-10,2.213712e-10,1.3753354e-10
CXorf57,2.5519406e-10,2.014743e-10,2.8519662e-10,3.3986793e-11,1.629368e-10,2.1760188e-10,2.1557683e-10,1.14601884e-10
DOCK11,0.00017702827,2.014885e-10,2.8437422e-10,3.398297e-11,1.6280881e-10,2.1655931e-10,2.1558136e-10,1.1460713e-10
IGSF1,2.535812e-10,2.014962e-10,2.8847147e-10,3.3983226e-11,1.6281222e-10,2.1622375e-10,2.1549953e-10,1.14609315e-10
GPC3,2.5876126e-10,2.025775e-10,3.0670516e-10,3.4080464e-11,1.636669e-10,2.184194e-10,2.1736833e-10,1.2037372e-10
RBMX,2.5416425e-10,2.0151542e-10,2.8455763e-10,3.398271e-11,0.003585144,2.1682217e-10,2.1561877e-10,1.1460844e-10
MCPH1,3.2636702e-10,2.0148659e-10,3.0934955e-10,3.4168786e-11,1.6289267e-10,2.2727233e-10,2.1540503e-10,1.150693e-10
